State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cauliflower,Cauliflower,Local,01/07/2025,2300,2700,2500,34
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cauliflower,Cauliflower,Local,01/08/2025,2400,3000,2600,34
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cauliflower,Cauliflower,Local,04/07/2025,2400,2700,2500,34
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cauliflower,Cauliflower,Local,07/07/2025,2000,2600,2200,34
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cauliflower,Cauliflower,Local,10/07/2025,2200,3000,2600,34
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cauliflower,Cauliflower,Local,19/07/2025,2000,2600,2200,34
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cauliflower,Cauliflower,Local,28/07/2025,2000,3000,2400,34
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,Local,04/07/2025,2300,2900,2600,35
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,Local,11/07/2025,1500,1800,1600,35
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,Local,16/07/2025,1600,2000,1800,35
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,Local,19/07/2025,1300,2100,1700,35
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,Local,21/07/2025,1500,2200,1900,35
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,Local,22/07/2025,1600,2300,2000,35
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Black,Local,09/07/2025,2000,4000,3000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Black,Local,16/07/2025,3000,5000,4000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Black,Local,24/07/2025,2500,4500,3500,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,Black,Local,31/07/2025,2000,3000,2500,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,White,Local,04/07/2025,4000,6000,5000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,White,Local,07/07/2025,4000,6000,5000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,White,Local,14/07/2025,3000,5000,4000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,White,Local,19/07/2025,3000,5000,4000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,White,Local,25/07/2025,3000,5000,4000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Grapes,White,Local,31/07/2025,2500,3500,3000,22
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pineapple,Pine Apple,Local,03/07/2025,2500,3500,3000,21
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pineapple,Pine Apple,Local,05/07/2025,2500,3500,3000,21
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pineapple,Pine Apple,Local,16/07/2025,2500,3500,3000,21
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pineapple,Pine Apple,Local,19/07/2025,2500,3500,3000,21
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,Local,09/07/2025,4000,4400,4200,103
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,Local,10/07/2025,4000,4400,4200,103
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,Local,18/07/2025,4000,4400,4200,103
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,Local,21/07/2025,4000,4400,4200,103
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,Local,25/07/2025,3600,4500,4100,103
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,Local,28/07/2025,3600,4000,3800,103
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ginger(Green),Green Ginger,Local,30/07/2025,3600,4000,3800,103
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Pomogranate,Large,09/07/2025,10000,14000,11000,190
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Pomogranate,Large,11/07/2025,10000,16000,12000,190
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Pomogranate,Large,18/07/2025,10000,15000,13000,190
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Pomogranate,Large,19/07/2025,10000,16000,14000,190
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Pomegranate,Pomogranate,Large,30/07/2025,11000,17000,15000,190
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Karbuja(Musk Melon),Karbhuja,Local,07/07/2025,1000,1800,1400,187
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Karbuja(Musk Melon),Karbhuja,Local,14/07/2025,1000,1800,1400,187
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Karbuja(Musk Melon),Karbhuja,Local,16/07/2025,1000,1800,1500,187
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Karbuja(Musk Melon),Karbhuja,Local,19/07/2025,1000,1800,1500,187
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Karbuja(Musk Melon),Karbhuja,Local,22/07/2025,1000,2000,1500,187
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mousambi(Sweet Lime),Mousambi,Large,08/07/2025,2800,3800,3200,77
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mousambi(Sweet Lime),Mousambi,Large,09/07/2025,2600,3600,3200,77
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mousambi(Sweet Lime),Mousambi,Large,16/07/2025,3000,4000,3500,77
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mousambi(Sweet Lime),Mousambi,Large,23/07/2025,2600,4000,3200,77
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mousambi(Sweet Lime),Mousambi,Large,28/07/2025,2500,3000,2500,77
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,Local,08/07/2025,800,1400,1000,72
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,Local,18/07/2025,800,1400,1200,72
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,Local,19/07/2025,1000,1800,1500,72
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,Local,21/07/2025,1000,1800,1500,72
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,Local,22/07/2025,800,1400,1000,72
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Papaya,Papaya,Local,25/07/2025,800,1300,1000,72
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,Local,01/08/2025,2000,2400,2200,162
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,Local,03/07/2025,2000,2600,2400,162
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,Local,08/07/2025,1600,2000,1800,162
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,Local,25/07/2025,1600,2000,1800,162
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,08/07/2025,1400,1600,1500,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,09/07/2025,1400,1600,1500,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,11/07/2025,1500,1800,1700,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,16/07/2025,2400,3000,2600,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,17/07/2025,1000,1400,1200,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,18/07/2025,1000,1400,1200,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,23/07/2025,1500,1800,1700,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,Local,31/07/2025,1600,2000,1800,161
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Ridgeguard(Tori),Local,02/07/2025,2000,2400,2200,160
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Ridgeguard(Tori),Local,18/07/2025,2400,3000,2600,160
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Ridgeguard(Tori),Local,23/07/2025,2400,3000,2600,160
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Ridgeguard(Tori),Local,28/07/2025,2000,2400,2300,160
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Water Melon,Water Melon,Local,03/07/2025,800,1500,1200,73
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Water Melon,Water Melon,Local,05/07/2025,800,1400,1000,73
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Water Melon,Water Melon,Local,11/07/2025,1000,2000,1500,73
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Water Melon,Water Melon,Local,15/07/2025,1000,1800,1500,73
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Water Melon,Water Melon,Local,30/07/2025,1000,1600,1400,73
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),Local,02/07/2025,6000,6600,6400,94
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),Local,11/07/2025,6000,7000,6500,94
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),Local,17/07/2025,5800,6400,6000,94
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),Local,19/07/2025,6500,8000,7000,94
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),Local,21/07/2025,4500,5400,4900,94
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),Local,23/07/2025,4500,5500,5000,94
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),Local,28/07/2025,4000,5000,4600,94
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Carrot,Carrot,Local,09/07/2025,4600,5500,5000,153
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Carrot,Carrot,Local,25/07/2025,4500,5500,5000,153
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",White Pumpkin,White Pumpkin,Local,09/07/2025,600,1000,800,158
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",White Pumpkin,White Pumpkin,Local,10/07/2025,600,1000,800,158
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",White Pumpkin,White Pumpkin,Local,11/07/2025,800,1000,900,158
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",White Pumpkin,White Pumpkin,Local,21/07/2025,700,1100,900,158
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Potato,Sweet Potato,Local,01/08/2025,2400,3000,2600,152
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Potato,Sweet Potato,Local,04/07/2025,2200,2400,2300,152
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Potato,Sweet Potato,Local,10/07/2025,2300,25000,2400,152
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Potato,Sweet Potato,Local,15/07/2025,2200,2600,2400,152
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Potato,Sweet Potato,Local,18/07/2025,2200,2600,2200,152
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",White Pumpkin,White Pumpkin,Local,30/07/2025,800,1000,900,158
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,FAQ,01/07/2025,1700,1900,1800,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,Local,11/07/2025,1800,2000,1900,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,Local,16/07/2025,1800,2000,1900,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,Local,18/07/2025,1800,2000,1900,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,Local,19/07/2025,1600,1800,1700,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,Local,28/07/2025,1200,1400,1300,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,Local,30/07/2025,1500,1800,1600,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,Local,31/07/2025,1500,1800,1600,157
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cabbage,Cabbage,Local,16/07/2025,1000,1400,1200,154
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,FAQ,01/07/2025,1600,2200,2000,156
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,Local,02/07/2025,1800,2200,2000,156
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,Local,05/07/2025,2000,2400,2300,156
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,Local,08/07/2025,1000,1400,1200,156
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,Local,09/07/2025,1000,1400,1200,156
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,Local,16/07/2025,1400,1600,1500,156
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Snakeguard,Snakeguard,Local,19/07/2025,1000,1400,1200,156
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cabbage,Cabbage,FAQ,01/07/2025,700,900,800,154
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cabbage,Cabbage,Local,18/07/2025,1000,1400,1200,154
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bottle gourd,Bottle Gourd,FAQ,01/07/2025,2200,2600,2300,82
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bottle gourd,Bottle Gourd,Local,02/07/2025,2200,2600,2300,82
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bottle gourd,Bottle Gourd,Local,11/07/2025,1800,2400,2200,82
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bottle gourd,Bottle Gourd,Local,19/07/2025,2000,2400,2200,82
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bottle gourd,Bottle Gourd,Local,25/07/2025,2000,2400,2200,82
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bottle gourd,Bottle Gourd,Local,31/07/2025,2000,2600,2400,82
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chikoos(Sapota),Sapota,Local,04/07/2025,2000,3000,2500,71
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chikoos(Sapota),Sapota,Local,11/07/2025,2000,3500,3000,71
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chikoos(Sapota),Sapota,Local,16/07/2025,3000,4500,3500,71
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chikoos(Sapota),Sapota,Local,17/07/2025,2500,3500,3000,71
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chikoos(Sapota),Sapota,Local,18/07/2025,3000,4000,3500,71
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chikoos(Sapota),Sapota,Local,19/07/2025,2500,3500,3000,71
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Chikoos(Sapota),Sapota,Local,23/07/2025,2500,3500,3000,71
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,FAQ,01/07/2025,14000,16000,15000,174
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,Local,03/07/2025,15000,17000,16000,174
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,Local,05/07/2025,14000,16000,15000,174
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,Local,11/07/2025,16000,18000,17000,174
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,Local,19/07/2025,16000,18000,17000,174
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,Local,25/07/2025,16000,18000,17000,174
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Peas Wet,Peas Wet,Local,31/07/2025,12000,13000,12500,174
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,FAQ,01/07/2025,2000,2400,2200,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,Local,01/07/2025,2000,2400,2200,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,Local,02/07/2025,2000,2400,2200,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,Local,09/07/2025,1600,2400,2000,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,Local,10/07/2025,1600,2400,2000,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,Local,19/07/2025,1600,2400,2000,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,Local,21/07/2025,1700,2500,2100,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,Local,28/07/2025,1000,1400,1200,177
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Pumpkin,Sweet Pumpkin,Local,03/07/2025,800,1000,900,173
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Pumpkin,Sweet Pumpkin,Local,08/07/2025,800,1000,900,173
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Pumpkin,Sweet Pumpkin,Local,17/07/2025,1000,1200,1100,173
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Pumpkin,Sweet Pumpkin,Local,31/07/2025,800,1000,900,173
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Seemebadnekai,Seemebadanekai,Local,07/07/2025,16000,18000,17000,176
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Seemebadnekai,Seemebadanekai,Local,11/07/2025,1600,1800,1700,176
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Seemebadnekai,Seemebadanekai,Local,15/07/2025,1400,1600,1500,176
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Seemebadnekai,Seemebadanekai,Local,23/07/2025,1800,2200,2000,176
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Suvarna Gadde,Suvarnagadde,FAQ,01/07/2025,3800,4200,4000,178
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Suvarna Gadde,Suvarnagadde,Local,04/07/2025,3800,4200,4000,178
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Suvarna Gadde,Suvarnagadde,Local,30/07/2025,3600,4000,3900,178
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Lime,Lime,Local,01/08/2025,4000,5000,4400,180
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Lime,Lime,Local,09/07/2025,3000,4000,3600,180
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Lime,Lime,Local,16/07/2025,6000,8000,7000,180
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bitter gourd,Bitter Gourd,Local,04/07/2025,2000,2600,2300,81
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bitter gourd,Bitter Gourd,Local,11/07/2025,2300,2700,2500,81
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bitter gourd,Bitter Gourd,Local,21/07/2025,2500,3100,2900,81
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bitter gourd,Bitter Gourd,Local,28/07/2025,1800,2400,2000,81
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bitter gourd,Bitter Gourd,Local,31/07/2025,2000,2400,2200,81
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bhindi(Ladies Finger),Bhindi,Local,10/07/2025,4000,4800,4600,85
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bhindi(Ladies Finger),Bhindi,Local,17/07/2025,3000,4000,3600,85
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bhindi(Ladies Finger),Bhindi,Local,31/07/2025,3800,4600,4200,85
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bunch Beans,Bunch Beans,Local,10/07/2025,4200,5600,5000,224
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bunch Beans,Bunch Beans,Local,30/07/2025,3000,3600,3400,224
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bunch Beans,Bunch Beans,Local,31/07/2025,3200,3600,3400,224
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,01/07/2025,1700,2100,1900,78
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,Local,02/07/2025,1600,2000,1800,78
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,Local,23/07/2025,2400,3000,2700,78
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,Local,30/07/2025,2400,2600,2500,78
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Capsicum,Capsicum,FAQ,01/07/2025,3000,4000,3600,164
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Capsicum,Capsicum,Local,05/07/2025,3000,4000,3600,164
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Capsicum,Capsicum,Local,28/07/2025,3600,4000,3800,164
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Avare (W),Green Avare (W),Local,10/07/2025,3000,3600,3300,165
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Avare (W),Green Avare (W),Local,15/07/2025,2800,3600,3200,165
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Avare (W),Green Avare (W),Local,23/07/2025,3000,3800,3400,165
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Avare (W),Green Avare (W),Local,21/07/2025,2800,3600,3200,165
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Green Avare (W),Green Avare (W),Local,25/07/2025,3000,3800,3400,165
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Alsandikai,Alsandikai,Local,03/07/2025,4100,4900,4500,166
