State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,13/07/2017,4000,4600,4300,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,17/07/2017,4000,4600,4300,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,20/07/2017,4000,4600,4300,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,07/08/2017,4000,4600,4300,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,08/08/2017,4000,4600,4300,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,23/08/2017,3800,4200,4000,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,24/08/2017,3800,4200,4000,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,31/08/2017,3900,4300,4100,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,07/09/2017,4000,4400,4200,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,12/09/2017,4000,4400,4200,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,16/09/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,18/09/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,20/09/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,23/09/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,26/09/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,27/09/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,28/09/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,03/10/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,06/10/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,07/10/2017,4200,4500,4350,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,12/10/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,17/10/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,27/10/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,28/10/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,10/11/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,14/11/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,21/11/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,24/11/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,28/11/2017,4200,4550,4375,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,30/11/2017,4000,4300,4150,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,04/12/2017,4000,4300,4150,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,12/12/2017,4000,4300,4150,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,23/12/2017,4000,4400,4200,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,30/12/2017,4000,4400,4200,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,08/10/2003,1200,1700,1450,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,09/10/2003,1200,1700,1450,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,31/10/2003,1200,1700,1450,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,06/11/2003,1200,1700,1450,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,11/11/2003,1200,1700,1450,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,22/11/2003,1200,1700,1450,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,29/11/2003,1200,1700,1450,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,08/12/2003,800,1500,1150,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,11/12/2003,700,1500,1100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,02/01/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,09/01/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,10/01/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,23/01/2003,1970,2000,1985,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,03/02/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,11/02/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,21/02/2003,1960,2000,1980,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,24/02/2003,1960,2000,1980,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,03/03/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,18/03/2003,1960,2000,1980,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,24/03/2003,1380,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,28/03/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,29/03/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,16/04/2003,1960,2000,1980,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,17/04/2003,1960,2000,1980,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,23/04/2003,1960,2000,1980,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,24/04/2003,1980,2000,1990,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,02/05/2003,1950,2000,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,08/05/2003,1950,2000,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,12/05/2003,1950,2000,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,21/05/2003,1950,2000,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,02/06/2003,1975,2025,2000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,09/06/2003,2000,2050,2025,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,02/07/2003,1980,2100,2040,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,07/07/2003,1980,2100,2040,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,17/07/2003,2000,2100,2050,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,18/07/2003,2000,2100,2050,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,25/07/2003,2000,2100,2050,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,26/07/2003,2000,2100,2050,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,30/07/2003,2000,2100,2050,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,01/08/2003,2000,2100,2050,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,07/08/2003,2000,2050,2025,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,19/08/2003,2000,2150,2075,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,21/08/2003,1950,2050,2020,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,22/08/2003,1950,2050,2020,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,26/08/2003,1950,2000,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,27/08/2003,1950,2000,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,04/09/2003,1950,2000,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,11/09/2003,1900,2050,1975,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,18/09/2003,1920,2050,1985,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,20/09/2003,1920,2050,1985,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,22/09/2003,1920,2050,1985,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,26/09/2003,1920,2050,1985,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,19/11/2003,2000,2050,2025,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,14/01/2004,700,1700,1200,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,19/01/2004,700,1700,1200,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,20/01/2004,700,1700,1200,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,24/01/2004,700,1700,1200,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,03/02/2004,700,1700,1200,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,12/02/2004,1000,1700,1350,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,16/02/2004,1000,1700,1350,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,21/02/2004,1000,1700,1350,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,27/02/2004,1000,1250,1125,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,28/02/2004,1000,1250,1125,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,10/03/2004,1000,1250,1125,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,26/03/2004,1000,1500,1250,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,05/04/2004,1000,1500,1250,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,06/04/2004,1000,1500,1250,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,13/04/2004,1000,1500,1250,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,16/04/2004,1000,1500,1250,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,17/05/2004,1000,1600,1300,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,17/06/2004,1000,1750,1375,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,23/06/2004,1000,1700,1350,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,20/07/2004,900,1950,1425,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,07/08/2004,900,1300,1100,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,FAQ,18/08/2004,900,1300,1100,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,31/08/2004,1000,1700,1350,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,13/09/2004,1000,1700,1350,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,17/09/2004,1000,1700,1350,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,28/09/2004,1000,1600,1300,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,01/10/2004,1000,1600,1300,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,04/10/2004,1000,1600,1300,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,08/10/2004,1000,1700,1500,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,16/10/2004,1000,1700,1500,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,21/10/2004,1000,1700,1500,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,03/11/2004,1000,1700,1500,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,12/11/2004,1000,1700,1600,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,17/11/2004,1000,1700,1600,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,10/12/2004,1000,1700,1600,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,21/12/2004,1000,1800,1600,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,28/12/2004,800,1500,1300,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Large,30/12/2004,800,1500,1300,3
Karnataka,Bangalore,Bangalore,Rice,Fine,FAQ,05/06/2004,2050,2100,2075,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,08/01/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,24/01/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,29/01/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,22/02/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,24/02/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,28/02/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,03/03/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,07/03/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,18/03/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,27/03/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,09/04/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,12/04/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,19/04/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,22/04/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,25/04/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,26/04/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,30/04/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,07/05/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,08/05/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,12/05/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,16/05/2014,1800,2100,2000,3
Karnataka,Bangalore,Bangalore,Rice,Dappa,Medium,26/05/2014,2000,2200,2100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,10/01/2014,3700,4600,3900,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,20/01/2014,3750,4400,3950,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,21/01/2014,3750,4400,3950,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,22/01/2014,3750,4400,3950,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,01/02/2014,1500,1900,1775,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,03/02/2014,3800,4850,4000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,10/02/2014,3800,4630,4000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,12/02/2014,3800,4630,4000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,19/02/2014,3800,4800,4000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,20/02/2014,3800,4800,4000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,26/02/2014,3800,4600,4000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,28/02/2014,3800,4600,4000,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,12/03/2014,3800,4900,4200,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,14/03/2014,3800,4700,4100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,22/03/2014,3800,4700,4100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,04/04/2014,3800,4700,4100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,09/04/2014,3800,4700,4100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,10/04/2014,3800,4700,4100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,15/04/2014,3800,4700,4100,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,24/04/2014,3800,5200,4200,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,25/04/2014,3800,5200,4200,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,30/04/2014,3800,5200,4200,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,06/05/2014,3800,5200,4200,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,15/05/2014,3800,5200,4200,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,16/05/2014,3800,5200,4200,3
Karnataka,Bangalore,Bangalore,Rice,Fine,Medium,21/05/2014,3800,5200,4200,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,06/01/2014,3400,3700,3500,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,07/01/2014,3400,3700,3500,3
Karnataka,Bangalore,Bangalore,Rice,Medium,FAQ,07/01/2014,3400,3700,3500,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,09/01/2014,3400,3700,3500,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,11/02/2014,2800,3800,3100,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,14/02/2014,2800,3800,3200,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,25/02/2014,3000,3800,3400,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,28/02/2014,3000,3800,3400,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,08/03/2014,3000,3800,3400,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,13/03/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,19/03/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,27/03/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,01/04/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,02/04/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,09/04/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,10/04/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,24/04/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,26/04/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,28/04/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,03/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,05/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,08/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,09/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,12/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,14/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,15/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,20/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,21/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,28/05/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,06/06/2014,3200,3800,3600,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,19/06/2014,4200,4600,4400,3
Karnataka,Bangalore,Bangalore,Rice,Medium,Medium,25/06/2014,5200,5400,5300,3
